date,point,bird.count,site,start.time,genus,species,distance,flyby,playback,0,2,4,6,8,crew1,crew2,crew3,crew4,crew5
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Tyrannulus,elatus,,,no,1,0,0,0,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Chiroxiphia,lanceolata,,,no,1,1,1,0,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Euphonia,luteicapilla,,,no,1,0,0,0,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Myiodynastes,maculatus,,,no,1,1,0,0,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Psarocolius,decumanus,,,no,0,1,0,1,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Myiodynastes,maculatus,,,no,0,0,1,0,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Melanerpes,rubricapillus,,,no,0,0,1,0,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Thryophilus,rufalbus,,,no,0,0,1,1,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Ramphastos,sulfuratus,,,no,0,0,1,0,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Myiodynastes,maculatus,,,no,0,0,0,1,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Euphonia,luteicapilla,,,no,0,0,0,1,0,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Cathartes,aura,,,no,0,0,0,0,1,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,6:58,Brotogeris,jugularis,,,no,0,0,0,0,1,DM,JS,JG,HS,
20240219,AZ018,AZBRD018 - 20240219,Eco Venao,7:10,Eupsittula,pertinax,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Myiarchus,crinitus,,,no,1,1,1,1,1,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Cathartes,aura,,,no,1,1,0,0,0,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Cathartes,aura,,,no,1,1,0,0,0,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Cathartes,aura,,,no,1,0,0,0,0,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Myiarchus,crinitus,,,no,1,1,1,1,1,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Atalotriccus,pilaris,,,no,1,1,1,1,1,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Cathartes,aura,,,no,0,1,1,0,0,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Chiroxiphia,lanceolata,,,no,0,1,1,0,0,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Leptotila,verreauxi,,,no,0,1,1,0,0,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Tyrannulus,elatus,,,no,0,0,1,0,0,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Cathartes,aura,,,no,0,0,1,0,1,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Cathartes,aura,,,no,0,0,0,1,1,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Crypturellus,soui,,,no,0,0,0,1,0,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Eupsittula,pertinax,,,no,0,0,0,0,1,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:27,Brotogeris,jugularis,,,no,0,0,0,0,1,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:38,Psarocolius,decumanus,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:38,Rupornis,magnirostris,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:38,Glaucidium,brasilianum,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:38,Tyrannus,melancholicus,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ017,AZBRD017 - 20240219,Eco Venao,7:38,Melanerpes,rubricapillus,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:05,Atalotriccus,pilaris,,,no,1,0,0,1,0,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:05,Thamnophilus,doliatus,,,no,1,0,0,0,0,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:05,Thamnophilus,doliatus,,,no,1,0,0,0,0,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:05,Leptotila,verreauxi,,,no,1,0,0,0,0,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:05,Thryophilus,rufalbus,,,no,0,1,1,0,0,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:05,Tapera,naevia,,,no,0,0,1,0,0,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:05,Xiphorhynchus,susurrans,,,no,0,0,1,1,1,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:05,Camptostoma,obsoletum,,,no,0,0,0,1,1,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:05,Cathartes,aura,,,no,0,0,0,0,1,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:16,Atalotriccus,pilaris,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:16,Elaenia,flavogaster,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:16,Chlorostilbon,assimilis,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:16,Thryophilus,rufalbus,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:16,Euphonia,luteicapilla,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:16,Chlorostilbon,assimilis,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:16,Myiarchus,panamensis,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:16,Saucerottia,edward,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ021,AZBRD021 - 20240219,Eco Venao,8:16,Leiothlypis,peregrina,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ022 ,AZBRD022  - 20240219,Eco Venao,8:40,Coragyps,atratus,,,no,1,0,0,0,0,DM,JS,JG,HS,
20240219,AZ022 ,AZBRD022  - 20240219,Eco Venao,8:40,Buteo,platypterus,,,no,1,0,0,0,0,DM,JS,JG,HS,
20240219,AZ022 ,AZBRD022  - 20240219,Eco Venao,8:40,Atalotriccus,pilaris,,,no,1,0,0,0,1,DM,JS,JG,HS,
20240219,AZ022 ,AZBRD022  - 20240219,Eco Venao,8:40,Tyrannus,melancholicus,,,no,0,1,0,0,0,DM,JS,JG,HS,
20240219,AZ022 ,AZBRD022  - 20240219,Eco Venao,8:40,Leptotila,verreauxi,,,no,0,1,0,0,0,DM,JS,JG,HS,
20240219,AZ022 ,AZBRD022  - 20240219,Eco Venao,8:40,Brotogeris,jugularis,,,no,0,0,0,1,0,DM,JS,JG,HS,
20240219,AZ022 ,AZBRD022  - 20240219,Eco Venao,8:40,Atalotriccus,pilaris,,,no,0,0,0,0,1,DM,JS,JG,HS,
20240219,AZ022 ,AZBRD022  - 20240219,Eco Venao,8:51,Cathartes,aura,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ022 ,AZBRD022  - 20240219,Eco Venao,8:51,Daptrius,chimachima,,,yes,,,,,,DM,JS,JG,HS,
20240219,AZ023,AZBRD023 - 20240219,Eco Venao,9:10,Cathartes,aura,,,no,1,0,1,0,0,DM,JS,JG,HS,
20240219,AZ023,AZBRD023 - 20240219,Eco Venao,9:10,Myiozetetes,similis,,,no,0,0,1,0,0,DM,JS,JG,HS,
20240219,AZ023,AZBRD023 - 20240219,Eco Venao,9:10,Cathartes,aura,,,no,0,0,0,1,0,DM,JS,JG,HS,
20240219,AZ023,AZBRD023 - 20240219,Eco Venao,9:21,Atalotriccus,pilaris,,,yes,,,,,,DM,JS,JG,HS,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Psarocolius,decumanus,,,no,1,0,1,0,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Megarynchus,pitangua,,,no,1,1,0,0,1,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Atalotriccus,pilaris,,,no,1,1,0,0,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Thamnophilus,doliatus,,,no,1,1,1,0,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Chiroxiphia,lanceolata,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Atalotriccus,pilaris,,,no,0,1,1,0,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Cathartes,aura,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Amazona,ochrocephala,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Atalotriccus,pilaris,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Megarynchus,pitangua,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Melanerpes,rubricapillus,,,no,0,0,0,1,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Atalotriccus,pilaris,,,no,0,0,0,1,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Atalotriccus,pilaris,,,no,0,0,0,1,0,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Leptotila,verreauxi,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:28,Camptostoma,obsoletum,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Piranga,rubra,,,yes,,,,,,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Chlorostilbon,assimilis,,,yes,,,,,,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Saucerottia,edward,,,yes,,,,,,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Daptrius,chimachima,,,yes,,,,,,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Chlorostilbon,assimilis,,,yes,,,,,,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Chlorostilbon,assimilis,,,yes,,,,,,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Thryophilus,rufalbus,,,yes,,,,,,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Chlorostilbon,assimilis,,,yes,,,,,,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Chlorostilbon,assimilis,,,yes,,,,,,DM,JS,JG,,
20240220,AZ023,AZBRD023 - 20240220,Eco Venao,6:40,Thryophilus,rufalbus,,,yes,,,,,,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Chiroxiphia,lanceolata,,,no,1,1,0,1,1,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Tapera,naevia,,,no,1,1,1,1,1,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Thamnophilus,doliatus,,,no,1,1,0,1,1,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Myiarchus,crinitus,,,no,1,0,1,0,1,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Brotogeris,jugularis,,,no,1,1,1,1,1,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Crypturellus,soui,,,no,1,0,0,0,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Atalotriccus,pilaris,,,no,1,0,0,0,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Atalotriccus,pilaris,,,no,0,1,1,0,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Glaucidium,brasilianum,,,no,0,1,0,1,1,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Psarocolius,decumanus,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Chiroxiphia,lanceolata,,,no,0,0,1,1,1,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Chiroxiphia,lanceolata,,,no,0,0,1,1,1,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Saucerottia,edward,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Cathartes,burrovianus,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Tapera,naevia,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Thamnophilus,doliatus,,,no,0,0,0,1,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Vireo,flavoviridis,,,no,0,0,0,1,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Melanerpes,rubricapillus,,,no,0,0,0,1,0,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:01,Thryophilus,rufalbus,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:12,Leptotila,verreauxi,,,yes,,,,,,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:12,Euphonia,luteicapilla,,,yes,,,,,,DM,JS,JG,,
20240220,AZ022 ,AZBRD022  - 20240220,Eco Venao,7:12,Glaucidium,brasilianum,,,yes,,,,,,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Chiroxiphia,lanceolata,,,no,1,1,1,1,1,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Thamnophilus,doliatus,,,no,1,0,1,0,0,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Leptotila,verreauxi,,,no,1,0,0,1,1,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Tapera,naevia,,,no,1,0,0,0,0,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Megarynchus,pitangua,,,no,0,1,1,0,0,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Myiarchus,panamensis,,,no,0,1,1,0,0,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Atalotriccus,pilaris,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Chiroxiphia,lanceolata,,,no,0,1,1,1,1,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Atalotriccus,pilaris,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Leptotila,verreauxi,,,no,0,0,1,0,1,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Brotogeris,jugularis,,,no,0,0,1,1,0,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Melanerpes,rubricapillus,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:40,Atalotriccus,pilaris,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:51,Saucerottia,edward,,,yes,,,,,,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:51,Phaethornis,striigularis,,,yes,,,,,,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:51,Piranga,rubra,,,yes,,,,,,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:51,Amazilia,tzacatl,,,yes,,,,,,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:51,Saucerottia,edward,,,yes,,,,,,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:51,Leptotila,verreauxi,,,yes,,,,,,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:51,Myiarchus,crinitus,,,yes,,,,,,DM,JS,JG,,
20240220,AZ021,AZBRD021 - 20240220,Eco Venao,7:51,Saucerottia,edward,,,yes,,,,,,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Eupsittula,pertinax,,,no,1,0,0,1,1,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Cathartes,aura,,,no,1,1,1,0,1,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Cathartes,aura,,,no,1,1,1,0,1,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Cathartes,aura,,,no,1,1,1,0,1,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Atalotriccus,pilaris,,,no,1,0,0,0,0,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Melanerpes,rubricapillus,,,no,1,1,1,0,1,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Eupsittula,pertinax,,,no,1,0,0,0,0,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Tityra,semifasciata,,,no,0,1,0,1,0,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Piranga,rubra,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Eupsittula,pertinax,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Glaucidium,brasilianum,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Glaucidium,brasilianum,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Camptostoma,obsoletum,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Myiarchus,panamensis,,,no,0,0,1,0,0,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Thryophilus,rufalbus,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Atalotriccus,pilaris,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:30,Myiarchus,crinitus,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:41,Leptotila,verreauxi,,,yes,,,,,,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:41,Cathartes,aura,,,yes,,,,,,DM,JS,JG,,
20240220,AZ017,AZBRD017 - 20240220,Eco Venao,8:41,Saucerottia,edward,,,yes,,,,,,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Myiodynastes,maculatus,,,no,1,0,0,0,0,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Myiodynastes,maculatus,,,no,1,0,0,0,0,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Glaucidium,brasilianum,,,no,1,0,1,0,0,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Myiodynastes,maculatus,,,no,1,0,1,0,0,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Megarynchus,pitangua,,,no,1,0,1,0,0,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Melanerpes,rubricapillus,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Melanerpes,rubricapillus,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Coragyps,atratus,,,no,0,1,0,0,0,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Euphonia,luteicapilla,,,no,0,0,1,1,1,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Cathartes,aura,,,no,0,0,1,0,1,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Myiodynastes,maculatus,,,no,0,0,0,1,1,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,8:56,Myiarchus,panamensis,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ018,AZBRD018 - 20240220,Eco Venao,9:07,Melanerpes,rubricapillus,,,yes,,,,,,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:21,Leptotila,verreauxi,,,no,1,1,1,0,0,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:21,Melanerpes,rubricapillus,,,no,1,0,0,0,0,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:21,Euphonia,luteicapilla,,,no,1,1,1,0,0,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:21,Cathartes,aura,,,no,0,0,1,0,1,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:21,Progne,chalybea,,,no,0,0,0,1,1,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:21,Chiroxiphia,lanceolata,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:21,Coragyps,atratus,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:21,Coragyps,atratus,,,no,0,0,0,0,1,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:33,Chrysuronia,coeruleogularis,,,yes,,,,,,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:33,Chiroxiphia,lanceolata,,,yes,,,,,,DM,JS,JG,,
20240220,AZ019,AZBRD019 - 20240220,Eco Venao,9:33,Euphonia,luteicapilla,,,yes,,,,,,DM,JS,JG,,
20240221,AZ029,AZBRD029 - 20240221,Eco Venao,6:26,Leptotila,verreauxi,,,no,1,0,1,0,1,DM,JS,JG,HS,
20240221,AZ029,AZBRD029 - 20240221,Eco Venao,6:26,Leptotila,verreauxi,,,no,1,0,0,0,0,DM,JS,JG,HS,
20240221,AZ029,AZBRD029 - 20240221,Eco Venao,6:26,Camptostoma,obsoletum,,,no,1,1,1,1,1,DM,JS,JG,HS,
20240221,AZ029,AZBRD029 - 20240221,Eco Venao,6:26,Thamnophilus,doliatus,,,no,1,1,0,1,1,DM,JS,JG,HS,
20240221,AZ029,AZBRD029 - 20240221,Eco Venao,6:26,Xiphorhynchus,susurrans,,,no,1,1,0,0,0,DM,JS,JG,HS,
20240221,AZ029,AZBRD029 - 20240221,Eco Venao,6:26,Thamnophilus,doliatus,,,no,1,1,1,1,1,DM,JS,JG,HS,
